item_name	itemprice	chain
"בקבוק אנטי קוליק 320 מ""ל - ירוק"	40.4	Rami Levi
"בקבוק אנטי קוליק 320 מ""ל - לבן"	44.9	Hazi Hinam
"בקבוק אנטי קוליק 320 מ""ל - לבן"	49.9	city market
בקבוק אנטי קוליק ורוד160	45.9	Shufersal
בקבוק אנטי קוליק ורוד160	49.9	city market
בקבוק בירה מלכה אדמו	13.9	Rami Levi
בקבוק בירה מלכה אדמו	15.9	Shufersal
בקבוק בירה מלכה אדמו	15.9	Tiv Taam
בקבוק בירה מלכה אדמו	14.0	Yohananof
בקבוק בירה מלכה אדמו	14.9	city market
בקבוק טירטן עם צמידי	17.9	Yellow
בקבוק טירטן עם צמידי	17.9	Yohananof
"בקבוק טריטן 500מ""ל ע"	21.9	Rami Levi
"בקבוק טריטן 500מ""ל ע"	29.9	city market
בקבוק טריטן עם צמידים 700 - ברבי שחור ורוד	24.9	Hazi Hinam
בקבוק טריטן עם צמידים 700 - ברבי שחור ורוד	24.9	Rami Levi
בקבוק טריטן עם צמידים 700 - ברבי שחור ורוד	17.9	Yellow
בקבוק לצבע עם רולר ב	39.9	Dor Alon
בקבוק לצבע עם רולר ב	34.9	Rami Levi
בקבוק לתינוק אנטי קו	40.4	Rami Levi
בקבוק לתינוק אנטי קו	49.9	city market
בקבוק לתינוק טוליפ	13.9	Hazi Hinam
בקבוק לתינוק טוליפ	15.9	city market
בקבוק לתינוק סגול 27	40.2	Yellow
בקבוק לתינוק סגול 27	39.9	city market
בקבוק לתינוק שלב 2 מ	40.4	Rami Levi
בקבוק לתינוק שלב 2 מ	44.9	city market
בקבוק נביעות 0.5 ליטר בטעם אפרסק	7.2	Hazi Hinam
בקבוק נביעות 0.5 ליטר בטעם אפרסק	6.0	Rami Levi
בקבוק נביעות 0.5 ליטר בטעם אפרסק	9.9	Super Yehuda
בקבוק נביעות 0.5 ליטר בטעם אפרסק	6.0	Tiv Taam
בקבוק נביעות 0.5 ליטר בטעם אפרסק	9.0	city market
בקבוק נירוסטה עם פיי	26.9	Yellow
בקבוק נירוסטה עם פיי	26.9	Yohananof
"בקבוק ספורט 600 מ""ל"	14.9	Yellow
"בקבוק ספורט 600 מ""ל"	14.9	Yohananof
בקבוק פלורידה 12 יח'	8.9	Super Yehuda
בקבוק פלורידה 12 יח'	7.9	city market
בקבוק רוטב ברביקיו 3	11.9	Rami Levi
בקבוק רוטב ברביקיו 3	13.9	Shufersal
בקבוק רוטב ברביקיו 3	18.9	Super Yehuda
בקבוק רוטב ברביקיו 3	13.9	Tiv Taam
בקבוק רוטב ברביקיו 3	12.0	Yellow
בקבוק רוטב ברביקיו 3	10.9	Yohananof
בקבוק רוטב ברביקיו 3	13.9	city market
בקבוק רוטב סויה סיני	11.9	Rami Levi
בקבוק רוטב סויה סיני	13.9	Shufersal
בקבוק רוטב סויה סיני	18.9	Super Yehuda
בקבוק רוטב סויה סיני	13.9	Tiv Taam
בקבוק רוטב סויה סיני	12.0	Yellow
בקבוק רוטב סויה סיני	12.0	Yohananof
בקבוק רוטב סויה סיני	13.9	city market
"בקבוק תינוק 330 מ""ל - סגול"	44.9	Hazi Hinam
"בקבוק תינוק 330 מ""ל - סגול"	48.9	Shufersal
בקבוקון מנטוס וויט פ	13.9	Dor Alon
בקבוקון מנטוס וויט פ	7.9	Hazi Hinam
בקבוקון מנטוס וויט פ	10.9	Rami Levi
בקבוקון מנטוס וויט פ	11.9	Tiv Taam
בקבוקון מנטוס וויט פ	11.0	Yellow
בקבוקון מנטוס וויט פ	11.0	Yohananof
בקבוקון מנטוס וויט פ	9.9	city market
בקבוקי אבקה בטעם פרי	15.9	Rami Levi
בקבוקי אבקה בטעם פרי	19.9	city market
בקרדי בריזר אננס בקב	17.9	Dor Alon
בקרדי בריזר אננס בקב	13.9	Rami Levi
בקרדי בריזר אננס בקב	16.9	Tiv Taam
בקרדי בריזר אננס בקב	14.0	Yellow
בקרדי בריזר אננס בקב	14.0	Yohananof
בקרדי בריזר אננס בקב	12.9	city market
בקרדי בריזר לימון בק	17.9	Dor Alon
בקרדי בריזר לימון בק	13.9	Rami Levi
בקרדי בריזר לימון בק	16.9	Shufersal
בקרדי בריזר לימון בק	16.9	Tiv Taam
בקרדי בריזר לימון בק	14.0	Yohananof
בקרדי בריזר לימון בק	12.9	city market
בקרדי בריזר לימון לי	13.9	Rami Levi
בקרדי בריזר לימון לי	16.9	Shufersal
בקרדי בריזר לימון לי	18.5	Super Yehuda
בקרדי בריזר לימון לי	16.9	Tiv Taam
בקרדי בריזר לימון לי	14.0	Yellow
בקרדי בריזר לימון לי	14.0	Yohananof
בקרדי בריזר לימון לי	12.9	city market
בקרדי לבן 750	124.9	Dor Alon
בקרדי לבן 750	110.9	Hazi Hinam
בקרדי לבן 750	111.1	Rami Levi
בקרדי לבן 750	119.9	Tiv Taam
בר ים טרי	104.9	Yellow
בר ים טרי	104.9	Yohananof
בראוניס בטעם וניל עם שבבי שוקולד בלגי מריר	10.0	Hazi Hinam
בראוניס בטעם וניל עם שבבי שוקולד בלגי מריר	12.8	Rami Levi
בראוניס בטעם וניל עם שבבי שוקולד בלגי מריר	15.5	Tiv Taam
בראוניס בטעם וניל עם שבבי שוקולד בלגי מריר	13.0	Yellow
בראוניס בטעם וניל עם שבבי שוקולד בלגי מריר	13.0	Yohananof
בראוניס בטעם וניל עם שבבי שוקולד לבן	10.0	Hazi Hinam
בראוניס בטעם וניל עם שבבי שוקולד לבן	12.8	Rami Levi
בראוניס בטעם וניל עם שבבי שוקולד לבן	14.9	Tiv Taam
בראוניס בטעם וניל עם שבבי שוקולד לבן	13.0	Yellow
בראוניס בטעם וניל עם שבבי שוקולד לבן	13.0	Yohananof
בראוניס בטעם וניל עם שבבי שוקולד לבן	13.9	city market
בראוניס בטעם שוקולד עם שבבי שוקולד בלגי מריר	10.0	Hazi Hinam
בראוניס בטעם שוקולד עם שבבי שוקולד בלגי מריר	12.8	Rami Levi
בראוניס בטעם שוקולד עם שבבי שוקולד בלגי מריר	15.5	Tiv Taam
בראוניס בטעם שוקולד עם שבבי שוקולד בלגי מריר	13.0	Yellow
בראוניס בטעם שוקולד עם שבבי שוקולד בלגי מריר	13.0	Yohananof
בראוניס בטעם שוקולד עם שבבי שוקולד בלגי מריר	13.9	city market
ברולה טופי תפוח תות שדה  150 גר	20.9	Tiv Taam
ברולה טופי תפוח תות שדה  150 גר	16.9	city market
ברוקולי יחידה	8.9	Yellow
ברוקולי יחידה	14.9	city market
ברוקולי מוקפא 800 גר	29.9	Dor Alon
ברוקולי מוקפא 800 גר	14.9	Hazi Hinam
ברוקולי מוקפא 800 גר	22.9	Rami Levi
ברוקולי מוקפא 800 גר	26.9	Shufersal
ברוקולי מוקפא 800 גר	29.9	Super Yehuda
ברוקולי מוקפא 800 גר	26.9	Tiv Taam
ברוקולי מוקפא 800 גר	26.1	Yellow
ברוקולי מוקפא 800 גר	26.1	Yohananof
ברוקולי מוקפא 800 גר	28.9	city market
ברוקולי קפוא	29.9	Rami Levi
ברוקולי קפוא	29.9	Yellow
ברוקולי קפוא	29.9	Yohananof
ברוקלי בציפוי פריך	33.2	Hazi Hinam
ברוקלי בציפוי פריך	39.9	city market
ברי פקאן 22% משולש משקל	165.0	Shufersal
ברי פקאן 22% משולש משקל	140.0	Yellow
ברי פקאן 22% משולש משקל	140.0	Yohananof
ברי צרפתי צרפת גד  1	21.9	Dor Alon
ברי צרפתי צרפת גד  1	17.5	Hazi Hinam
ברי צרפתי צרפת גד  1	23.9	Super Yehuda
בריא מהטבע גרנולה פי	24.9	Rami Levi
בריא מהטבע גרנולה פי	24.9	Shufersal
בריא מהטבע גרנולה פי	26.1	Yellow
בריא מהטבע גרנולה פי	26.1	Yohananof
בריא מהטבע גרנולה שו	24.9	Rami Levi
בריא מהטבע גרנולה שו	26.1	Yohananof
בריא מהטבע תוספת ברי	39.9	Rami Levi
בריא מהטבע תוספת ברי	40.9	Shufersal
בריזר אבטיח בקבוק 27	17.9	Dor Alon
בריזר אבטיח בקבוק 27	13.9	Rami Levi
בריזר אבטיח בקבוק 27	16.9	Shufersal
בריזר אבטיח בקבוק 27	18.5	Super Yehuda
בריזר אבטיח בקבוק 27	16.9	Tiv Taam
בריזר אבטיח בקבוק 27	14.0	Yellow
בריזר אבטיח בקבוק 27	14.0	Yohananof
בריזר אבטיח בקבוק 27	12.9	city market
בריזר אפרסק 275 מל	16.9	Dor Alon
בריזר אפרסק 275 מל	13.9	Rami Levi
בריזר אפרסק 275 מל	16.9	Tiv Taam
בריזר אפרסק 275 מל	14.0	Yellow
בריזר אפרסק 275 מל	14.0	Yohananof
בריזר אפרסק 275 מל	12.9	city market
בריזר משקה כוהלי מוג	17.9	Dor Alon
בריזר משקה כוהלי מוג	14.1	Hazi Hinam
בריזר משקה כוהלי מוג	13.9	Rami Levi
בריזר משקה כוהלי מוג	18.5	Super Yehuda
בריזר משקה כוהלי מוג	16.9	Tiv Taam
בריזר משקה כוהלי מוג	14.0	Yellow
בריזר משקה כוהלי מוג	14.0	Yohananof
בריזר פסיפלורה מנגו	17.9	Dor Alon
בריזר פסיפלורה מנגו	13.9	Rami Levi
בריזר פסיפלורה מנגו	16.9	Shufersal
בריזר פסיפלורה מנגו	16.9	Tiv Taam
בריזר פסיפלורה מנגו	14.0	Yellow
בריזר פסיפלורה מנגו	14.0	Yohananof
בריזר פסיפלורה מנגו	12.9	city market
ברילה טריגאטלי 450 גרם	17.1	Hazi Hinam
ברילה טריגאטלי 450 גרם	21.9	Tiv Taam
ברילה ספגטי חיטה מלאה 500 גרם	17.1	Hazi Hinam
ברילה ספגטי חיטה מלאה 500 גרם	15.9	Rami Levi
ברילה ספגטי חיטה מלאה 500 גרם	16.9	Super Yehuda
ברילה ספגטי חיטה מלאה 500 גרם	16.5	Tiv Taam
ברילה ספגטי חיטה מלאה 500 גרם	16.0	Yellow
ברילה ספגטי חיטה מלאה 500 גרם	14.9	city market
ברילה ספגטי מס 44 - 500 גרם	7.9	Hazi Hinam
ברילה ספגטי מס 44 - 500 גרם	7.9	Rami Levi
ברילה ספגטי מס 44 - 500 גרם	7.9	Tiv Taam
ברילה ספגטי מס 44 - 500 גרם	7.9	Yellow
ברילה ספגטי מס 44 - 500 גרם	7.9	Yohananof
ברילה ספגטי מס 44 - 500 גרם	9.9	city market
ברילה ספגטי פנה טריקולור 500 גרם	16.1	Hazi Hinam
ברילה ספגטי פנה טריקולור 500 גרם	19.5	Super Yehuda
ברילה ספגטי פנה טריקולור 500 גרם	20.9	Tiv Taam
ברילה ספגטי קסטלונה 500 גרם	17.1	Hazi Hinam
ברילה ספגטי קסטלונה 500 גרם	21.9	Tiv Taam
ברילי לחם פרוס EXTRA ויטמינים ומינרלים	22.1	Hazi Hinam
ברילי לחם פרוס EXTRA ויטמינים ומינרלים	20.9	Tiv Taam
ברילי תחליף קמח ללא	10.9	Rami Levi
ברילי תחליף קמח ללא	12.9	Tiv Taam
ברילי תחליף קמח ללא	11.6	Yellow
ברילי תחליף קמח ללא	11.6	Yohananof
ברינזה כבשים 18% 250	19.9	Rami Levi
ברינזה כבשים 18% 250	27.9	Shufersal
ברינזה כבשים 18% 250	27.9	Tiv Taam
ברינזה כבשים 18% 250	19.9	Yellow
ברמן לעניין קל 500 גרם.	14.7	Hazi Hinam
ברמן לעניין קל 500 גרם.	14.5	Rami Levi
ברמן לעניין קל 500 גרם.	15.9	Shufersal
ברמן לעניין קל 500 גרם.	15.9	Tiv Taam
ברמן לעניין קל 500 גרם.	16.9	city market
ברנדי שטוק 84 37 % 7	79.8	Rami Levi
ברנדי שטוק 84 37 % 7	82.9	Shufersal
ברנדי שטוק 84 37 % 7	79.9	Yellow
ברנדי שטוק 84 37 % 7	79.9	city market
ברנפלקס אקסטרה פייבר מיני	26.9	Hazi Hinam
ברנפלקס אקסטרה פייבר מיני	24.9	Rami Levi
ברנפלקס אקסטרה פייבר מיני	27.9	Shufersal
ברנפלקס אקסטרה פייבר מיני	27.9	Tiv Taam
ברנפלקס חיטה מלאה וש	29.9	Dor Alon
ברנפלקס חיטה מלאה וש	26.9	Hazi Hinam
ברנפלקס חיטה מלאה וש	24.9	Rami Levi
ברנפלקס חיטה מלאה וש	27.9	Tiv Taam
ברנפלקס חיטה מלאה וש	24.9	Yellow
ברנפלקס חיטה מלאה וש	24.9	Yohananof
ברנפלקס חיטה מלאה וש	24.9	city market
ברנפלקס קרנצים 375 ג	29.9	Dor Alon
ברנפלקס קרנצים 375 ג	19.9	Hazi Hinam
ברנפלקס קרנצים 375 ג	24.9	Rami Levi
ברנפלקס קרנצים 375 ג	30.9	Super Yehuda
ברנפלקס קרנצים 375 ג	25.9	Tiv Taam
ברנפלקס קרנצים 375 ג	24.9	Yellow
ברנפלקס קרנצים 375 ג	24.9	Yohananof
ברנפלקס קרנצים 375 ג	24.9	city market
ברף סבון אסלה בניחוח אוקיינוס הקרח הצפוני	20.1	Hazi Hinam
ברף סבון אסלה בניחוח אוקיינוס הקרח הצפוני	23.9	Tiv Taam
ברף סבון אסלה בניחוח אוקיינוס הקרח הצפוני	20.1	Yohananof
ברף סבון אסלה בניחוח אוקיינוס הקרח הצפוני	18.9	city market
ברף סבון אסלה בניחוח יסמין	20.1	Hazi Hinam
ברף סבון אסלה בניחוח יסמין	17.8	Rami Levi
ברף סבון אסלה בניחוח יסמין	23.9	Tiv Taam
ברף שלושת סרנטי 3x50g LC2	20.1	Hazi Hinam
ברף שלושת סרנטי 3x50g LC2	17.8	Rami Levi
ברף שלושת סרנטי 3x50g LC2	20.9	Shufersal
ברף שלושת סרנטי 3x50g LC2	23.9	Tiv Taam
ברף שלשות הרמוני  3x50g LC2	20.1	Hazi Hinam
ברף שלשות הרמוני  3x50g LC2	20.9	Shufersal
ברף שלשות ויטלטי 3x50g LC2	20.1	Hazi Hinam
ברף שלשות ויטלטי 3x50g LC2	20.9	Shufersal
ברף שלשות ויטלטי 3x50g LC2	23.9	Tiv Taam
"ברקן רזרב שרדונה 750 מ""ל"	45.9	Shufersal
"ברקן רזרב שרדונה 750 מ""ל"	55.9	Super Yehuda
בשר  טחון בקר 100% 5	27.9	Yellow
בשר  טחון בקר 100% 5	27.9	Yohananof
בשר  טחון בקר 100% 5	19.9	city market
בשר  עגל טחון מוכשר	32.9	Yellow
בשר  עגל טחון מוכשר	32.9	Yohananof
בשר  עוף טחון 500*2	16.9	Yellow
בשר  עוף טחון 500*2	16.9	Yohananof
בשר הודו טחון 500*2	16.9	Yellow
בשר הודו טחון 500*2	16.9	Yohananof
בשר הודו טחון טיבון	13.1	Rami Levi
בשר הודו טחון טיבון	14.9	Shufersal
בשר מס 2  חלק קפוא	44.9	Yellow
בשר מס 2  חלק קפוא	44.9	Yohananof
בשר מס 2 מחפוד קפוא	52.9	Yellow
בשר מס 2 מחפוד קפוא	52.9	Yohananof
בשר מס 5 מחפוד קפוא	99.9	Yellow
בשר מס 5 מחפוד קפוא	99.9	Yohananof
בשר מס 6 חלק  קפוא	49.9	Yellow
בשר מס 6 חלק  קפוא	49.9	Yohananof
בשר מס 6 מעובד מוכשר	44.9	Yellow
בשר מס 6 מעובד מוכשר	44.9	Yohananof
בשר מס 8 חלק קפוא	39.9	Yellow
בשר מס 8 חלק קפוא	39.9	Yohananof
בשר מס' 5 מעובד מוכש	47.9	Yellow
בשר מס' 5 מעובד מוכש	47.9	Yohananof
בשר מפורק וונדרס 240	35.9	Dor Alon
בשר מפורק וונדרס 240	35.2	Hazi Hinam
בשר מפורק וונדרס 240	38.9	Tiv Taam
בשר מפורק וונדרס 240	29.9	Yellow
בשר מפורק וונדרס 240	29.9	Yohananof
בשר מפורק וונדרס 240	35.9	city market
בשר עגל טחון חלק 2*5	35.9	Yellow
בשר עגל טחון חלק 2*5	35.9	Yohananof
בשר עגל טחון חלק 2*5	34.9	city market
בשר ראש טרי	69.9	Yellow
בשר ראש טרי	69.9	Yohananof
בשר ראש מחפוד קפוא	110.0	Yellow
בשר ראש מחפוד קפוא	110.0	Yohananof
"ג""ל גילוח אדג לעור ר"	21.9	Dor Alon
"ג""ל גילוח אדג לעור ר"	15.9	Hazi Hinam
"ג""ל גילוח אדג לעור ר"	19.9	Rami Levi
"ג""ל גילוח אדג לעור ר"	19.9	Shufersal
"ג""ל גילוח אדג לעור ר"	22.9	Tiv Taam
"ג""ל גילוח אדג לעור ר"	15.9	Yellow
"ג""ל גילוח אדג לעור ר"	15.9	Yohananof
"ג""ל גילוח אדג לעור ר"	21.9	city market
"ג""ל גילוח אדג רגיל 2"	21.9	Dor Alon
"ג""ל גילוח אדג רגיל 2"	15.9	Hazi Hinam
"ג""ל גילוח אדג רגיל 2"	19.9	Shufersal
"ג""ל גילוח אדג רגיל 2"	22.9	Tiv Taam
"ג""ל גילוח אדג רגיל 2"	15.9	Yellow
"ג""ל גילוח אדג רגיל 2"	15.9	Yohananof
"ג""ל גילוח אדג רגיל 2"	21.9	city market
"ג""ל כביסה מקסימה בני"	39.9	Dor Alon
"ג""ל כביסה מקסימה בני"	27.9	Hazi Hinam
"ג""ל כביסה מקסימה בני"	31.9	Rami Levi
"ג""ל כביסה מקסימה בני"	32.9	Shufersal
"ג""ל כביסה מקסימה בני"	40.9	Super Yehuda
"ג""ל כביסה מקסימה בני"	32.9	Tiv Taam
"ג""ל כביסה מקסימה בני"	31.9	Yellow
"ג""ל כביסה מקסימה בני"	31.9	Yohananof
"ג""ל כביסה מקסימה בני"	39.9	city market
"ג""ל כחול ספיד סטיק 2"	23.9	Dor Alon
"ג""ל כחול ספיד סטיק 2"	20.1	Hazi Hinam
"ג""ל כחול ספיד סטיק 2"	21.9	Shufersal
"ג""ל כחול ספיד סטיק 2"	24.9	Tiv Taam
"ג""ל לניקוי ידיים100"	12.9	Dor Alon
"ג""ל לניקוי ידיים100"	15.1	Hazi Hinam
"ג""ל לניקוי ידיים100"	9.9	city market
"ג""ל רחצה ושמפו קרמה"	18.9	Dor Alon
"ג""ל רחצה ושמפו קרמה"	19.1	Hazi Hinam
"ג""ל רחצה ושמפו קרמה"	14.9	Rami Levi
"ג""ל רחצה ושמפו קרמה"	23.9	Tiv Taam
"ג""ל רחצה ושמפו קרמה"	15.9	Yellow
"ג""ל רחצה ושמפו קרמה"	15.9	Yohananof
"ג""ל רחצה ושמפו קרמה"	19.9	city market
"ג""לטין טהור אבקה בד"""	13.5	Dor Alon
"ג""לטין טהור אבקה בד"""	12.6	Rami Levi
"ג""לטין טהור אבקה בד"""	14.5	Tiv Taam
"ג""לטין טהור אבקה בד"""	12.6	Yellow
"ג""לטין טהור אבקה בד"""	12.6	Yohananof
ג'אמפ אפרסק צלול 1.5	7.0	Yellow
ג'אמפ אפרסק צלול 1.5	7.0	Yohananof
ג'אמפ בטעם אשכוליות	6.7	Rami Levi
ג'אמפ בטעם אשכוליות	6.9	Shufersal
ג'אמפ בטעם אשכוליות	7.0	Yellow
ג'אמפ בטעם אשכוליות	9.9	city market
ג'אמפ בטעם מנגו פסיפ	6.7	Rami Levi
ג'אמפ בטעם מנגו פסיפ	6.9	Shufersal
ג'אמפ בטעם מנגו פסיפ	7.0	Yellow
ג'אמפ בטעם מנגו פסיפ	7.0	Yohananof
